Symbol,Name,Country,IPO Year,Sector,Industry
LQDT,Liquidity Services Inc. Common Stock,United States,2006,Consumer Discretionary,Business Services
LQR,LQR House Inc. Common Stock,United States,2023,,
LRCX,Lam Research Corporation Common Stock,United States,1984,Technology,Industrial Machinery/Components
LRE,Lead Real Estate Co. Ltd American Depositary Shares,Japan,2023,,
LRFC,Logan Ridge Finance Corporation Common Stock,United States,2013,Finance,Finance Companies
LRHC,La Rosa Holdings Corp. Common Stock,United States,2023,,
LRMR,Larimar Therapeutics Inc. Common Stock,United States,2014,Health Care,Biotechnology: Pharmaceutical Preparations
LRN,Stride Inc. Common Stock,United States,,Real Estate,Other Consumer Services
LSAK,Lesaka Technologies Inc. Common Stock,South Africa,,Finance,Investment Bankers/Brokers/Service
LSBK,Lake Shore Bancorp Inc. Common Stock,United States,2006,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation Common Stock,United States,,Technology,Semiconductors
LSDI,Lucy Scientific Discovery Inc. Common Stock,Canada,2023,Health Care,Biotechnology: Pharmaceutical Preparations
LSEA,Landsea Homes Corporation Common Stock,United States,2018,Consumer Discretionary,Homebuilding
LSEAW,Landsea Homes Corporation Warrant,United States,2018,Consumer Discretionary,Homebuilding
LSF,Laird Superfood Inc. Common Stock,,2020,Consumer Staples,Packaged Foods
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,,,Technology,Computer Software: Prepackaged Software
LSTA,Lisata Therapeutics Inc. Common Stock,United States,,Health Care,Misc Health and Biotechnology Services
LSTR,Landstar System Inc. Common Stock,United States,1993,Industrials,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation Series A Liberty SiriusXM Common Stock,United States,,Consumer Discretionary,Movies/Entertainment
LSXMB,Liberty Media Corporation Series B Liberty SiriusXM Common Stock,United States,,Industrials,Broadcasting
LSXMK,Liberty Media Corporation Series C Liberty SiriusXM Common Stock,United States,,Industrials,Broadcasting
LTBR,Lightbridge Corporation Common Stock,United States,,Consumer Discretionary,Professional Services
LTC,LTC Properties Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
LTH,Life Time Group Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Hotels/Resorts
LTHM,Livent Corporation Common Stock,United States,2018,Industrials,Major Chemicals
LTRN,Lantern Pharma Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
LTRX,Lantronix Inc. Common Stock,United States,2000,Telecommunications,Telecommunications Equipment
LTRY,Lottery.com Inc. Common Stock,United States,2023,Technology,Computer Software: Prepackaged Software
LTRYW,Lottery.com Inc. Warrants,United States,2023,Technology,Computer Software: Prepackaged Software
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,China,,Finance,Finance: Consumer Services
LUCD,Lucid Diagnostics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LUCY,Innovative Eyewear Inc. Common Stock,United States,2022,Health Care,Ophthalmic Goods
LUCYW,Innovative Eyewear Inc. Series A Warrants,United States,2022,Health Care,Ophthalmic Goods
LULU,lululemon athletica inc. Common Stock,Canada,2007,Consumer Discretionary,Apparel
LUMN,Lumen Technologies Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
LUMO,Lumos Pharma Inc. Common Stock,United States,2011,Health Care,Biotechnology: Pharmaceutical Preparations
LUNA,Luna Innovations Incorporated Common Stock,United States,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUNG,Pulmonx Corporation Common Stock,United States,2020,Health Care,Industrial Specialties
LUNR,Intuitive Machines Inc. Class A Common Stock,United States,2021,Industrials,Industrial Machinery/Components
LUNRW,Intuitive Machines Inc. Warrants,United States,2021,Industrials,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,United States,,Consumer Discretionary,Air Freight/Delivery Services
LUXH,LuxUrban Hotels Inc. Common Stock,United States,2022,Finance,Real Estate
LUXHP,LuxUrban Hotels Inc. 13.00% Series A Cumulative Redeemable Preferred Stock,United States,,,
LVLU,Lulu's Fashion Lounge Holdings Inc. Common Stock,United States,2021,Consumer Discretionary,Catalog/Specialty Distribution
LVO,LiveOne Inc. Common Stock,United States,,Consumer Discretionary,Restaurants
LVRO,Lavoro Limited Class A Ordinary Shares,Brazil,,Finance,Blank Checks
LVROW,Lavoro Limited Warrant,Brazil,,Finance,Blank Checks
LVS,Las Vegas Sands Corp. Common Stock,United States,2004,Consumer Discretionary,Hotels/Resorts
LVTX,LAVA Therapeutics N.V. Ordinary Shares,Netherlands,2021,Health Care,Biotechnology: Pharmaceutical Preparations
LVWR,LiveWire Group Inc. Common Stock,United States,2022,,
LW,Lamb Weston Holdings Inc. Common Stock ,United States,2016,Consumer Staples,Packaged Foods
LWAY,Lifeway Foods Inc. Common Stock,United States,,Consumer Staples,Packaged Foods
LWLG,Lightwave Logic Inc. Common Stock,United States,,Industrials,Plastic Products
LX,LexinFintech Holdings Ltd. American Depositary Shares,China,2017,Finance,Finance: Consumer Services
LXEH,Lixiang Education Holding Co. Ltd. American Depositary Shares,China,2020,Real Estate,Other Consumer Services
LXEO,Lexeo Therapeutics Inc. Common Stock,United States,2023,,
LXFR,Luxfer Holdings PLC Ordinary Shares,United Kingdom,2012,Industrials,Major Chemicals
LXP,LXP Industrial Trust Common Stock (Maryland REIT),United States,,Real Estate,Real Estate Investment Trusts
LXP^C,LXP Industrial Trust 6.5% Series C Cumulative Convertible Preferred Stock,United States,,,
LXRX,Lexicon Pharmaceuticals Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
LXU,LSB Industries Inc. Common Stock,United States,2003,Industrials,Major Chemicals
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Netherlands,,Industrials,Major Chemicals
LYEL,Lyell Immunopharma Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
LYFT,Lyft Inc. Class A Common Stock,United States,2019,Consumer Discretionary,Business Services
LYG,Lloyds Banking Group Plc American Depositary Shares,United Kingdom,,Finance,Commercial Banks
LYRA,Lyra Therapeutics Inc. Common Stock,United States,2020,Health Care,Medical/Dental Instruments
LYT,Lytus Technologies Holdings PTV. Ltd. Common Shares,United Arab Emirates,2022,Technology,EDP Services
LYTS,LSI Industries Inc. Common Stock,United States,1985,Consumer Discretionary,Building Products
LYV,Live Nation Entertainment Inc. Common Stock,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
LZ,LegalZoom.com Inc. Common Stock,United States,2021,Technology,EDP Services
LZB,La-Z-Boy Incorporated Common Stock,United States,,Consumer Discretionary,Home Furnishings
LZM,Lifezone Metals Limited Ordinary Shares,Isle of Man,,Basic Materials,Metal Mining
M,Macy's Inc Common Stock,United States,,Consumer Discretionary,Department/Specialty Retail Stores
MA,Mastercard Incorporated Common Stock,United States,2006,Consumer Discretionary,Business Services
MAA,Mid-America Apartment Communities Inc. Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
MAA^I,Mid-America Apartment Communities Inc. 8.50% Series I Cumulative Redeemable Preferred Stock,United States,,,
MAC,Macerich Company (The) Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
MACA,Moringa Acquisition Corp Class A Ordinary Shares,United States,2021,Finance,Blank Checks
MACAU,Moringa Acquisition Corp Units,United States,2021,Finance,Blank Checks
MACAW,Moringa Acquisition Corp Warrant,United States,2021,Finance,Blank Checks
MACK,Merrimack Pharmaceuticals Inc. Common Stock,United States,2012,Health Care,Biotechnology: Pharmaceutical Preparations
MAG,MAG Silver Corporation Ordinary Shares,Canada,,Basic Materials,Precious Metals
MAIA,MAIA Biotechnology Inc. Common Stock,,2022,Health Care,Biotechnology: Pharmaceutical Preparations
MAIN,Main Street Capital Corporation Common Stock,United States,2007,Finance,Finance/Investors Services
MAMA,Mama's Creations Inc. Common Stock,United States,,Consumer Staples,Specialty Foods
MAN,ManpowerGroup Common Stock,United States,,Consumer Discretionary,Professional Services
MANH,Manhattan Associates Inc. Common Stock,United States,1998,Technology,Computer Software: Prepackaged Software
MANU,Manchester United Ltd. Class A Ordinary Shares,United Kingdom,2012,Consumer Discretionary,Services-Misc. Amusement & Recreation
MAPS,WM Technology Inc. Class A Common Stock ,United States,2019,Consumer Discretionary,Other Consumer Services
MAPSW,WM Technology Inc. Warrants ,United States,2019,Consumer Discretionary,Other Consumer Services
MAQC,Maquia Capital Acquisition Corporation Class A Common Stock,United States,2021,Finance,Blank Checks
MAQCU,Maquia Capital Acquisition Corporation Unit,United States,2021,Finance,Blank Checks
MAQCW,Maquia Capital Acquisition Corporation Warrant,United States,2021,Finance,Blank Checks
MAR,Marriott International Class A Common Stock,United States,,Consumer Discretionary,Hotels/Resorts
MARA,Marathon Digital Holdings Inc. Common Stock,United States,,Technology,EDP Services
MARK,Remark Holdings Inc. Common Stock,United States,,Consumer Discretionary,Telecommunications Equipment
MARPS,Marine Petroleum Trust Units of Beneficial Interest,United States,,Energy,Oil & Gas Production
MARX,Mars Acquisition Corp. Ordinary Shares,United States,2023,Finance,Blank Checks
MARXR,Mars Acquisition Corp. Rights,United States,2023,Finance,Blank Checks
MAS,Masco Corporation Common Stock,United States,,Industrials,Industrial Specialties
MASI,Masimo Corporation Common Stock,United States,2007,Health Care,Medical/Dental Instruments
MASS,908 Devices Inc. Common Stock,United States,2020,Health Care,Medical/Dental Instruments
MAT,Mattel Inc. Common Stock,United States,,Consumer Discretionary,Recreational Games/Products/Toys
MATH,Metalpha Technology Holding Limited Ordinary Shares,China,2017,Finance,Finance/Investors Services
MATV,Mativ Holdings Inc. Common Stock,United States,,Basic Materials,Paper
MATW,Matthews International Corporation Class A Common Stock,United States,1994,Telecommunications,Metal Fabrications
MATX,Matson Inc. Common Stock,United States,,Consumer Discretionary,Marine Transportation
MAV,Pioneer Municipal High Income Advantage Fund Inc.,United States,,Finance,Finance Companies
MAX,MediaAlpha Inc. Class A Common Stock,United States,2020,Industrials,Industrial Machinery/Components
MAXN,Maxeon Solar Technologies Ltd. Ordinary Shares,Singapore,,Technology,Semiconductors
MAYS,J. W. Mays Inc. Common Stock,United States,,Real Estate,Building operators
MBC,MasterBrand Inc. Common Stock,United States,2022,Industrials,Agricultural Chemicals
MBCN,Middlefield Banc Corp. Common Stock,United States,,Finance,Major Banks
MBI,MBIA Inc. Common Stock,United States,1987,Finance,Property-Casualty Insurers
MBIN,Merchants Bancorp Common Stock,United States,2017,Finance,Major Banks
MBINM,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of 8.25% Fixed-Rate Reset Series D Non-Cumulative Perpetual Preferred Stock,United States,,Finance,Major Banks
MBINN,Merchants Bancorp Depositary Shares Preferred Series C,United States,,Finance,Major Banks
MBINO,Merchants Bancorp Depositary Shares Each Representing a 1/40th Interest in a Share of Series B  Fixed-to-Floating Rate,United States,,Finance,Major Banks
MBINP,Merchants Bancorp 7.00% Fixed-to-Floating Rate Series A Non-Cumulative Perpetual Preferred Stock,United States,,Finance,Major Banks
MBIO,Mustang Bio Inc. Common Stock,United States,,Health Care,Biotechnology: Pharmaceutical Preparations
MBLY,Mobileye Global Inc. Class A Common Stock,Israel,2022,Technology,Computer Software: Prepackaged Software
MBNKP,Medallion Bank Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series F,United States,2019,Finance,Commercial Banks
MBOT,Microbot Medical Inc. Common Stock,Israel,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MBRX,Moleculin Biotech Inc. Common Stock,United States,2016,Health Care,Biotechnology: Pharmaceutical Preparations
MBTC,Nocturne Acquisition Corporation Ordinary Shares,United States,2021,Finance,Blank Checks
MBTCR,Nocturne Acquisition Corporation Right,United States,2021,Finance,Blank Checks
MBTCU,Nocturne Acquisition Corporation Unit,United States,2021,Finance,Blank Checks
MBUU,Malibu Boats Inc. Class A Common Stock,United States,2014,Industrials,Marine Transportation
MBWM,Mercantile Bank Corporation Common Stock,United States,1998,Finance,Major Banks
MC,Moelis & Company Class A Common Stock,United States,2014,Finance,Investment Managers
MCAA,Mountain & Co. I Acquisition Corp. Class A Ordinary Shares,United States,2021,Finance,Blank Checks
MCAAW,Mountain & Co. I Acquisition Corp. Warrant,United States,2021,Finance,Blank Checks
MCACR,Monterey Capital Acquisition Corporation Rights,United States,2022,Finance,Blank Checks
MCAF,Mountain Crest Acquisition Corp. IV Common Stock,United States,2021,Finance,Blank Checks
MCAFR,Mountain Crest Acquisition Corp. IV Rights,United States,2021,Finance,Blank Checks
MCAFU,Mountain Crest Acquisition Corp. IV Unit,United States,2021,Finance,Blank Checks
MCB,Metropolitan Bank Holding Corp. Common Stock,United States,2017,Finance,Major Banks
MCBC,Macatawa Bank Corporation Common Stock,United States,,Finance,Major Banks
MCBS,MetroCity Bankshares Inc. Common Stock,United States,2019,Finance,Major Banks
MCD,McDonald's Corporation Common Stock,United States,,Consumer Discretionary,Restaurants
MCFT,MasterCraft Boat Holdings Inc. Common Stock,United States,2015,Industrials,Marine Transportation
MCHP,Microchip Technology Incorporated Common Stock,United States,1993,Technology,Semiconductors
MCHX,Marchex Inc. Class B Common Stock,United States,2004,Consumer Discretionary,Business Services
MCI,Barings Corporate Investors Common Stock,United States,,Finance,Trusts Except Educational Religious and Charitable
MCK,McKesson Corporation Common Stock,United States,,Health Care,Other Pharmaceuticals
MCN,Madison Covered Call & Equity Strategy Fund Common Stock,United States,2004,,
